SourceFile,ExifToolVersion,FileName,Directory,FileSize,FileModifyDate,FileAccessDate,FileCreateDate,FilePermissions,FileType,FileTypeExtension,MIMEType,ExifByteOrder,ImageDescription,Make,Model,Orientation,XResolution,YResolution,ResolutionUnit,Software,ModifyDate,YCbCrPositioning,ExposureTime,FNumber,ExposureProgram,ISO,ExifVersion,DateTimeOriginal,CreateDate,ComponentsConfiguration,CompressedBitsPerPixel,ShutterSpeedValue,ApertureValue,ExposureCompensation,MaxApertureValue,SubjectDistance,MeteringMode,LightSource,Flash,FocalLength,SpeedX,SpeedY,SpeedZ,Pitch,Yaw,Roll,CameraPitch,CameraYaw,CameraRoll,FlashpixVersion,ColorSpace,ExifImageWidth,ExifImageHeight,InteropIndex,InteropVersion,ExposureIndex,FileSource,SceneType,CustomRendered,ExposureMode,WhiteBalance,DigitalZoomRatio,FocalLengthIn35mmFormat,SceneCaptureType,GainControl,Contrast,Saturation,Sharpness,DeviceSettingDescription,SubjectDistanceRange,GPSVersionID,GPSLatitudeRef,GPSLatitude,GPSLongitudeRef,GPSLongitude,GPSAltitudeRef,GPSAltitude,XPComment,XPKeywords,SerialNumber,Compression,ThumbnailOffset,ThumbnailLength,About,Format,AbsoluteAltitude,RelativeAltitude,GimbalRollDegree,GimbalYawDegree,GimbalPitchDegree,FlightRollDegree,FlightYawDegree,FlightPitchDegree,FlightXSpeed,FlightYSpeed,FlightZSpeed,CamReverse,GimbalReverse,Version,HasSettings,HasCrop,AlreadyApplied,MPFVersion,NumberOfImages,MPImageFlags,MPImageFormat,MPImageType,MPImageLength,MPImageStart,DependentImage1EntryNumber,DependentImage2EntryNumber,ImageUIDList,TotalFrames,ImageWidth,ImageHeight,EncodingProcess,BitsPerSample,ColorComponents,YCbCrSubSampling,Aperture,GPSPosition,ImageSize,PreviewImage,Megapixels,ScaleFactor35efl,ShutterSpeed,ThumbnailImage,CircleOfConfusion,FOV,FocalLength35efl,HyperfocalDistance,LightValue,ImageDescription,jpg_name
f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg/dji_0582_nadir.jpg,10.49,dji_0582_nadir.jpg,f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg,5.2 MB,2021:04:29 14:56:08-06:00,2022:03:06 00:17:02-07:00,2021:08:24 22:13:34-06:00,rw-rw-rw-,JPEG,jpg,image/jpeg,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0582.JPG,DJI,FC330,Horizontal (normal),72,72,inches,v01.19.5266,2021:04:29 13:56:06,Centered,1/1013,2.8,Program AE,100,230,2021:04:29 13:55:49,2021:04:29 13:55:49,"-, Cr, Cb, Y",3.407365333,1/1013,2.8,0,2.8,0 m,Center-weighted average,Unknown,No flash function,3.6 mm,0,-0.1,0,8.6,-85.7,3,-90,-81.3,0,10,sRGB,4000,3000,R98 - DCF basic file (sRGB),100,undef,Digital Camera,Unknown (0),Normal,Auto,Auto,undef,20 mm,Standard,None,Normal,Normal,Normal,"(Binary data 4 bytes, use -b option to extract)",Unknown,0.0.0.0,North,43.143702 N,West,116.734920 W,Above Sea Level,1564.9 m Above Sea Level,0.91.142,N,5cff19366b42ffffff5e03ff5c72ff4f,JPEG (old-style),41984,7813,DJI Meta Data,image/jpeg,1564.91,20.1,0,-81.3,-90,3,-85.7,8.6,0,-0.1,0,0,0,7,FALSE,FALSE,FALSE,10,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),263144,5169181,0,0,"(Binary data 66 bytes, use -b option to extract)",1,4000,3000,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,"43.143702 N, 116.734920 W",4000x3000,"(Binary data 263144 bytes, use -b option to extract)",12,5.5,1/1013,"(Binary data 7813 bytes, use -b option to extract)",0.005 mm,84.0 deg,3.6 mm (35 mm equivalent: 20.0 mm),0.86 m,13,DCIM,DJI_0582.JPG
f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg/dji_0583_nadir.jpg,10.49,dji_0583_nadir.jpg,f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg,5.1 MB,2021:04:29 14:56:11-06:00,2022:03:06 00:16:58-07:00,2021:08:24 22:13:35-06:00,rw-rw-rw-,JPEG,jpg,image/jpeg,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0583.JPG,DJI,FC330,Horizontal (normal),72,72,inches,v01.19.5266,2021:04:29 13:56:10,Centered,1/1058,2.8,Program AE,100,230,2021:04:29 13:55:53,2021:04:29 13:55:53,"-, Cr, Cb, Y",3.372246,1/1057,2.8,0,2.8,0 m,Center-weighted average,Unknown,No flash function,3.6 mm,0,-5.3,0.1,-0.4,-89.6,2.4,-90,-87.9,0,10,sRGB,4000,3000,R98 - DCF basic file (sRGB),100,undef,Digital Camera,Unknown (0),Normal,Auto,Auto,undef,20 mm,Standard,None,Normal,Normal,Normal,"(Binary data 4 bytes, use -b option to extract)",Unknown,0.0.0.0,North,43.143700 N,West,116.735013 W,Above Sea Level,1564.7 m Above Sea Level,0.91.142,N,5cff19366b42ffffff5e03ff5c72ff4f,JPEG (old-style),41984,7659,DJI Meta Data,image/jpeg,1564.71,19.9,0,-87.9,-90,2.4,-89.6,-0.4,0,-5.3,0.1,0,0,7,FALSE,FALSE,FALSE,10,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),260168,5116348,0,0,"(Binary data 66 bytes, use -b option to extract)",1,4000,3000,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,"43.143700 N, 116.735013 W",4000x3000,"(Binary data 260168 bytes, use -b option to extract)",12,5.5,1/1058,"(Binary data 7659 bytes, use -b option to extract)",0.005 mm,84.0 deg,3.6 mm (35 mm equivalent: 20.0 mm),0.86 m,13,DCIM,DJI_0583.JPG
f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg/dji_0584_nadir.jpg,10.49,dji_0584_nadir.jpg,f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg,5.2 MB,2021:04:29 14:56:14-06:00,2022:03:06 00:17:08-07:00,2021:08:24 22:13:36-06:00,rw-rw-rw-,JPEG,jpg,image/jpeg,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0584.JPG,DJI,FC330,Horizontal (normal),72,72,inches,v01.19.5266,2021:04:29 13:56:14,Centered,1/1053,2.8,Program AE,100,230,2021:04:29 13:55:55,2021:04:29 13:55:55,"-, Cr, Cb, Y",3.391737333,1/1052,2.8,0,2.8,0 m,Center-weighted average,Unknown,No flash function,3.6 mm,0.1,-5.2,0,4.1,-90.1,1.7,-90,-88.9,0,10,sRGB,4000,3000,R98 - DCF basic file (sRGB),100,undef,Digital Camera,Unknown (0),Normal,Auto,Auto,undef,20 mm,Standard,None,Normal,Normal,Normal,"(Binary data 4 bytes, use -b option to extract)",Unknown,0.0.0.0,North,43.143700 N,West,116.735145 W,Above Sea Level,1564.3 m Above Sea Level,0.91.142,N,5cff19366b42ffffff5e03ff5c72ff4f,JPEG (old-style),41984,8024,DJI Meta Data,image/jpeg,1564.31,19.5,0,-88.9,-90,1.7,-90.1,4.1,0.1,-5.2,0,0,0,7,FALSE,FALSE,FALSE,10,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),270915,5145950,0,0,"(Binary data 66 bytes, use -b option to extract)",1,4000,3000,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,"43.143700 N, 116.735145 W",4000x3000,"(Binary data 270915 bytes, use -b option to extract)",12,5.5,1/1053,"(Binary data 8024 bytes, use -b option to extract)",0.005 mm,84.0 deg,3.6 mm (35 mm equivalent: 20.0 mm),0.86 m,13,DCIM,DJI_0584.JPG
f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg/dji_0585_nadir.jpg,10.49,dji_0585_nadir.jpg,f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg,4.8 MB,2021:04:29 14:56:18-06:00,2022:03:06 00:16:52-07:00,2021:08:24 22:13:36-06:00,rw-rw-rw-,JPEG,jpg,image/jpeg,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0585.JPG,DJI,FC330,Horizontal (normal),72,72,inches,v01.19.5266,2021:04:29 13:56:17,Centered,1/1042,2.8,Program AE,100,230,2021:04:29 13:55:57,2021:04:29 13:55:57,"-, Cr, Cb, Y",3.150973333,1/1040,2.8,0,2.8,0 m,Center-weighted average,Unknown,No flash function,3.6 mm,0,-4.9,0.1,3.4,-90.1,2.2,-90,-89.3,0,10,sRGB,4000,3000,R98 - DCF basic file (sRGB),100,undef,Digital Camera,Unknown (0),Normal,Auto,Auto,undef,20 mm,Standard,None,Normal,Normal,Normal,"(Binary data 4 bytes, use -b option to extract)",Unknown,0.0.0.0,North,43.143702 N,West,116.735269 W,Above Sea Level,1564.1 m Above Sea Level,0.91.142,N,5cff19366b42ffffff5e03ff5c72ff4f,JPEG (old-style),41984,8523,DJI Meta Data,image/jpeg,1564.11,19.3,0,-89.3,-90,2.2,-90.1,3.4,0,-4.9,0.1,0,0,7,FALSE,FALSE,FALSE,10,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),291442,4785303,0,0,"(Binary data 66 bytes, use -b option to extract)",1,4000,3000,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,"43.143702 N, 116.735269 W",4000x3000,"(Binary data 291442 bytes, use -b option to extract)",12,5.5,1/1042,"(Binary data 8523 bytes, use -b option to extract)",0.005 mm,84.0 deg,3.6 mm (35 mm equivalent: 20.0 mm),0.86 m,13,DCIM,DJI_0585.JPG
f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg/dji_0586_nadir.jpg,10.49,dji_0586_nadir.jpg,f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg,4.9 MB,2021:04:29 14:56:22-06:00,2022:03:06 00:16:48-07:00,2021:08:24 22:13:37-06:00,rw-rw-rw-,JPEG,jpg,image/jpeg,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0586.JPG,DJI,FC330,Horizontal (normal),72,72,inches,v01.19.5266,2021:04:29 13:56:21,Centered,1/1030,2.8,Program AE,100,230,2021:04:29 13:55:59,2021:04:29 13:55:59,"-, Cr, Cb, Y",3.186789333,1/1029,2.8,0,2.8,0 m,Center-weighted average,Unknown,No flash function,3.6 mm,0,-4.9,0.1,3.9,-89.8,1.3,-90,-89.4,0,10,sRGB,4000,3000,R98 - DCF basic file (sRGB),100,undef,Digital Camera,Unknown (0),Normal,Auto,Auto,undef,20 mm,Standard,None,Normal,Normal,Normal,"(Binary data 4 bytes, use -b option to extract)",Unknown,0.0.0.0,North,43.143703 N,West,116.735391 W,Above Sea Level,1563.8 m Above Sea Level,0.91.142,N,5cff19366b42ffffff5e03ff5c72ff4f,JPEG (old-style),41984,8321,DJI Meta Data,image/jpeg,1563.81,19,0,-89.4,-90,1.3,-89.8,3.9,0,-4.9,0.1,0,0,7,FALSE,FALSE,FALSE,10,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),293863,4838825,0,0,"(Binary data 66 bytes, use -b option to extract)",1,4000,3000,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,"43.143703 N, 116.735391 W",4000x3000,"(Binary data 293863 bytes, use -b option to extract)",12,5.5,1/1030,"(Binary data 8321 bytes, use -b option to extract)",0.005 mm,84.0 deg,3.6 mm (35 mm equivalent: 20.0 mm),0.86 m,13,DCIM,DJI_0586.JPG
f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg/dji_0587_nadir.jpg,10.49,dji_0587_nadir.jpg,f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg,5.0 MB,2021:04:29 14:56:26-06:00,2022:03:06 00:16:45-07:00,2021:08:24 22:13:37-06:00,rw-rw-rw-,JPEG,jpg,image/jpeg,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0587.JPG,DJI,FC330,Horizontal (normal),72,72,inches,v01.19.5266,2021:04:29 13:56:24,Centered,1/960,2.8,Program AE,100,230,2021:04:29 13:56:01,2021:04:29 13:56:01,"-, Cr, Cb, Y",3.243642667,1/959,2.8,0,2.8,0 m,Center-weighted average,Unknown,No flash function,3.6 mm,0,-4.9,0.1,3.1,-89.8,1,-89.9,-89.5,0,10,sRGB,4000,3000,R98 - DCF basic file (sRGB),100,undef,Digital Camera,Unknown (0),Normal,Auto,Auto,undef,20 mm,Standard,None,Normal,Normal,Normal,"(Binary data 4 bytes, use -b option to extract)",Unknown,0.0.0.0,North,43.143703 N,West,116.735511 W,Above Sea Level,1563.5 m Above Sea Level,0.91.142,N,5cff19366b42ffffff5e03ff5c72ff4f,JPEG (old-style),41984,8427,DJI Meta Data,image/jpeg,1563.51,18.7,0,-89.5,-89.9,1,-89.8,3.1,0,-4.9,0.1,0,0,7,FALSE,FALSE,FALSE,10,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),299331,4924211,0,0,"(Binary data 66 bytes, use -b option to extract)",1,4000,3000,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,"43.143703 N, 116.735511 W",4000x3000,"(Binary data 299331 bytes, use -b option to extract)",12,5.5,1/960,"(Binary data 8427 bytes, use -b option to extract)",0.005 mm,84.0 deg,3.6 mm (35 mm equivalent: 20.0 mm),0.86 m,12.9,DCIM,DJI_0587.JPG
f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg/dji_0588_nadir.jpg,10.49,dji_0588_nadir.jpg,f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg,5.1 MB,2021:04:29 14:56:30-06:00,2022:03:06 00:16:54-07:00,2021:08:24 22:13:38-06:00,rw-rw-rw-,JPEG,jpg,image/jpeg,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0588.JPG,DJI,FC330,Horizontal (normal),72,72,inches,v01.19.5266,2021:04:29 13:56:28,Centered,1/914,2.8,Program AE,100,230,2021:04:29 13:56:03,2021:04:29 13:56:03,"-, Cr, Cb, Y",3.309008,1/913,2.8,0,2.8,0 m,Center-weighted average,Unknown,No flash function,3.6 mm,0,-5,0.1,3.7,-89.9,2,-90,-89.5,0,10,sRGB,4000,3000,R98 - DCF basic file (sRGB),100,undef,Digital Camera,Unknown (0),Normal,Auto,Auto,undef,20 mm,Standard,None,Normal,Normal,Normal,"(Binary data 4 bytes, use -b option to extract)",Unknown,0.0.0.0,North,43.143703 N,West,116.735634 W,Above Sea Level,1563.2 m Above Sea Level,0.91.142,N,5cff19366b42ffffff5e03ff5c72ff4f,JPEG (old-style),41984,8043,DJI Meta Data,image/jpeg,1563.21,18.4,0,-89.5,-90,2,-89.9,3.7,0,-5,0.1,0,0,7,FALSE,FALSE,FALSE,10,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),287281,5021875,0,0,"(Binary data 66 bytes, use -b option to extract)",1,4000,3000,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,"43.143703 N, 116.735634 W",4000x3000,"(Binary data 287281 bytes, use -b option to extract)",12,5.5,1/914,"(Binary data 8043 bytes, use -b option to extract)",0.005 mm,84.0 deg,3.6 mm (35 mm equivalent: 20.0 mm),0.86 m,12.8,DCIM,DJI_0588.JPG
f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg/dji_0589_nadir.jpg,10.49,dji_0589_nadir.jpg,f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg,5.1 MB,2021:04:29 14:56:33-06:00,2022:03:06 00:17:39-07:00,2021:08:24 22:13:38-06:00,rw-rw-rw-,JPEG,jpg,image/jpeg,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0589.JPG,DJI,FC330,Horizontal (normal),72,72,inches,v01.19.5266,2021:04:29 13:56:32,Centered,1/944,2.8,Program AE,100,230,2021:04:29 13:56:07,2021:04:29 13:56:07,"-, Cr, Cb, Y",3.312586,1/944,2.8,0,2.8,0 m,Center-weighted average,Unknown,No flash function,3.6 mm,0,-5,0.2,2.2,-90.1,3.1,-90,-89.7,0,10,sRGB,4000,3000,R98 - DCF basic file (sRGB),100,undef,Digital Camera,Unknown (0),Normal,Auto,Auto,undef,20 mm,Standard,None,Normal,Normal,Normal,"(Binary data 4 bytes, use -b option to extract)",Unknown,0.0.0.0,North,43.143702 N,West,116.735877 W,Above Sea Level,1562.6 m Above Sea Level,0.91.142,N,5cff19366b42ffffff5e03ff5c72ff4f,JPEG (old-style),41984,8167,DJI Meta Data,image/jpeg,1562.61,17.8,0,-89.7,-90,3.1,-90.1,2.2,0,-5,0.2,0,0,7,FALSE,FALSE,FALSE,10,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),302746,5027366,0,0,"(Binary data 66 bytes, use -b option to extract)",1,4000,3000,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,"43.143702 N, 116.735877 W",4000x3000,"(Binary data 302746 bytes, use -b option to extract)",12,5.5,1/944,"(Binary data 8167 bytes, use -b option to extract)",0.005 mm,84.0 deg,3.6 mm (35 mm equivalent: 20.0 mm),0.86 m,12.9,DCIM,DJI_0589.JPG
f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg/dji_0590_nadir.jpg,10.49,dji_0590_nadir.jpg,f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg,4.8 MB,2021:04:29 14:56:37-06:00,2022:03:06 00:16:34-07:00,2021:08:24 22:13:39-06:00,rw-rw-rw-,JPEG,jpg,image/jpeg,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0590.JPG,DJI,FC330,Horizontal (normal),72,72,inches,v01.19.5266,2021:04:29 13:56:36,Centered,1/981,2.8,Program AE,100,230,2021:04:29 13:56:11,2021:04:29 13:56:11,"-, Cr, Cb, Y",3.117964667,1/980,2.8,0,2.8,0 m,Center-weighted average,Unknown,No flash function,3.6 mm,0,-5,0.1,1.2,-90,1.5,-90,-89.8,0,10,sRGB,4000,3000,R98 - DCF basic file (sRGB),100,undef,Digital Camera,Unknown (0),Normal,Auto,Auto,undef,20 mm,Standard,None,Normal,Normal,Normal,"(Binary data 4 bytes, use -b option to extract)",Unknown,0.0.0.0,North,43.143703 N,West,116.736122 W,Above Sea Level,1562 m Above Sea Level,0.91.142,N,5cff19366b42ffffff5e03ff5c72ff4f,JPEG (old-style),41984,8354,DJI Meta Data,image/jpeg,1562.01,17.2,0,-89.8,-90,1.5,-90,1.2,0,-5,0.1,0,0,7,FALSE,FALSE,FALSE,10,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),311879,4735621,0,0,"(Binary data 66 bytes, use -b option to extract)",1,4000,3000,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,"43.143703 N, 116.736122 W",4000x3000,"(Binary data 311879 bytes, use -b option to extract)",12,5.5,1/981,"(Binary data 8354 bytes, use -b option to extract)",0.005 mm,84.0 deg,3.6 mm (35 mm equivalent: 20.0 mm),0.86 m,12.9,DCIM,DJI_0590.JPG
f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg/dji_0591_nadir.jpg,10.49,dji_0591_nadir.jpg,f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg,5.1 MB,2021:04:29 14:56:41-06:00,2022:03:06 00:16:31-07:00,2021:08:24 22:13:40-06:00,rw-rw-rw-,JPEG,jpg,image/jpeg,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0591.JPG,DJI,FC330,Horizontal (normal),72,72,inches,v01.19.5266,2021:04:29 13:56:40,Centered,1/1003,2.8,Program AE,100,230,2021:04:29 13:56:15,2021:04:29 13:56:15,"-, Cr, Cb, Y",3.30536,1/1002,2.8,0,2.8,0 m,Center-weighted average,Unknown,No flash function,3.6 mm,0,-5,0.3,4.6,-90.3,5,-90,-90,0,10,sRGB,4000,3000,R98 - DCF basic file (sRGB),100,undef,Digital Camera,Unknown (0),Normal,Auto,Auto,undef,20 mm,Standard,None,Normal,Normal,Normal,"(Binary data 4 bytes, use -b option to extract)",Unknown,0.0.0.0,North,43.143701 N,West,116.736376 W,Above Sea Level,1561.4 m Above Sea Level,0.91.142,N,5cff19366b42ffffff5e03ff5c72ff4f,JPEG (old-style),41984,7895,DJI Meta Data,image/jpeg,1561.41,16.6,0,-90,-90,5,-90.3,4.6,0,-5,0.3,0,0,7,FALSE,FALSE,FALSE,10,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),285752,5016255,0,0,"(Binary data 66 bytes, use -b option to extract)",1,4000,3000,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,"43.143701 N, 116.736376 W",4000x3000,"(Binary data 285752 bytes, use -b option to extract)",12,5.5,1/1003,"(Binary data 7895 bytes, use -b option to extract)",0.005 mm,84.0 deg,3.6 mm (35 mm equivalent: 20.0 mm),0.86 m,12.9,DCIM,DJI_0591.JPG
f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg/dji_0592_nadir.jpg,10.49,dji_0592_nadir.jpg,f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg,5.0 MB,2021:04:29 14:56:45-06:00,2022:03:06 00:16:39-07:00,2021:08:24 22:13:40-06:00,rw-rw-rw-,JPEG,jpg,image/jpeg,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0592.JPG,DJI,FC330,Horizontal (normal),72,72,inches,v01.19.5266,2021:04:29 13:56:44,Centered,1/1064,2.8,Program AE,100,230,2021:04:29 13:56:19,2021:04:29 13:56:19,"-, Cr, Cb, Y",3.300254,1/1063,2.8,0,2.8,0 m,Center-weighted average,Unknown,No flash function,3.6 mm,0,-5,0.2,3.5,-90.1,4.4,-89.9,-90,0,10,sRGB,4000,3000,R98 - DCF basic file (sRGB),100,undef,Digital Camera,Unknown (0),Normal,Auto,Auto,undef,20 mm,Standard,None,Normal,Normal,Normal,"(Binary data 4 bytes, use -b option to extract)",Unknown,0.0.0.0,North,43.143702 N,West,116.736621 W,Above Sea Level,1560.7 m Above Sea Level,0.91.142,N,5cff19366b42ffffff5e03ff5c72ff4f,JPEG (old-style),41984,7801,DJI Meta Data,image/jpeg,1560.71,15.9,0,-90,-89.9,4.4,-90.1,3.5,0,-5,0.2,0,0,7,FALSE,FALSE,FALSE,10,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),276317,5008502,0,0,"(Binary data 66 bytes, use -b option to extract)",1,4000,3000,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,"43.143702 N, 116.736621 W",4000x3000,"(Binary data 276317 bytes, use -b option to extract)",12,5.5,1/1064,"(Binary data 7801 bytes, use -b option to extract)",0.005 mm,84.0 deg,3.6 mm (35 mm equivalent: 20.0 mm),0.86 m,13,DCIM,DJI_0592.JPG
f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg/dji_0593_nadir.jpg,10.49,dji_0593_nadir.jpg,f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg,5.1 MB,2021:04:29 14:56:48-06:00,2022:03:06 00:16:24-07:00,2021:08:24 22:13:41-06:00,rw-rw-rw-,JPEG,jpg,image/jpeg,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0593.JPG,DJI,FC330,Horizontal (normal),72,72,inches,v01.19.5266,2021:04:29 13:56:47,Centered,1/976,2.8,Program AE,100,230,2021:04:29 13:56:23,2021:04:29 13:56:23,"-, Cr, Cb, Y",3.288846,1/975,2.8,0,2.8,0 m,Center-weighted average,Unknown,No flash function,3.6 mm,0.1,-4.6,0.2,-1.2,-89.4,2.8,-89.9,-90,0,10,sRGB,4000,3000,R98 - DCF basic file (sRGB),100,undef,Digital Camera,Unknown (0),Normal,Auto,Auto,undef,20 mm,Standard,None,Normal,Normal,Normal,"(Binary data 4 bytes, use -b option to extract)",Unknown,0.0.0.0,North,43.143703 N,West,116.736865 W,Above Sea Level,1560 m Above Sea Level,0.91.142,N,5cff19366b42ffffff5e03ff5c72ff4f,JPEG (old-style),41984,8272,DJI Meta Data,image/jpeg,1560.01,15.2,0,-90,-89.9,2.8,-89.4,-1.2,0.1,-4.6,0.2,0,0,7,FALSE,FALSE,FALSE,10,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),304323,4991861,0,0,"(Binary data 66 bytes, use -b option to extract)",1,4000,3000,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,"43.143703 N, 116.736865 W",4000x3000,"(Binary data 304323 bytes, use -b option to extract)",12,5.5,1/976,"(Binary data 8272 bytes, use -b option to extract)",0.005 mm,84.0 deg,3.6 mm (35 mm equivalent: 20.0 mm),0.86 m,12.9,DCIM,DJI_0593.JPG
f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg/dji_0594_nadir.jpg,10.49,dji_0594_nadir.jpg,f:/k-database-mirror/remote-sensing/flights/paired_phenology/low_sage/20210428_los_paired/jpg,5.0 MB,2021:04:29 14:56:52-06:00,2022:03:06 00:16:20-07:00,2021:08:24 22:13:41-06:00,rw-rw-rw-,JPEG,jpg,image/jpeg,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0594.JPG,DJI,FC330,Horizontal (normal),72,72,inches,v01.19.5266,2021:04:29 13:56:51,Centered,1/971,2.8,Program AE,100,230,2021:04:29 13:56:25,2021:04:29 13:56:25,"-, Cr, Cb, Y",3.272271333,1/969,2.8,0,2.8,0 m,Center-weighted average,Unknown,No flash function,3.6 mm,0,-5,0.1,-0.1,-89.4,2.7,-90,-89.9,0,10,sRGB,4000,3000,R98 - DCF basic file (sRGB),100,undef,Digital Camera,Unknown (0),Normal,Auto,Auto,undef,20 mm,Standard,None,Normal,Normal,Normal,"(Binary data 4 bytes, use -b option to extract)",Unknown,0.0.0.0,North,43.143704 N,West,116.736987 W,Above Sea Level,1559.7 m Above Sea Level,0.91.142,N,5cff19366b42ffffff5e03ff5c72ff4f,JPEG (old-style),41984,8317,DJI Meta Data,image/jpeg,1559.71,14.9,0,-89.9,-90,2.7,-89.4,-0.1,0,-5,0.1,0,0,7,FALSE,FALSE,FALSE,10,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),304545,4967044,0,0,"(Binary data 66 bytes, use -b option to extract)",1,4000,3000,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,"43.143704 N, 116.736987 W",4000x3000,"(Binary data 304545 bytes, use -b option to extract)",12,5.5,1/971,"(Binary data 8317 bytes, use -b option to extract)",0.005 mm,84.0 deg,3.6 mm (35 mm equivalent: 20.0 mm),0.86 m,12.9,DCIM,DJI_0594.JPG
